problem_id,bRate_row1,bRate_row2,bRate_diff,absolute_bRate_diff,feedback_row1,feedback_row2,block_row1,block_row2,ambiguity_row1,ambiguity_row2,corr_row1,corr_row2,n_row1,n_row2,ev_diff,ev_max_conflict,n_outcomes_B
1709,0.2375,0.3083333333333333,0.0708333333333333,0.0708333333333333,False,True,1,3,False,False,0,0,16,24,4.35,False,7
1712,0.225,0.2875000000000001,0.06250000000000008,0.06250000000000008,False,True,1,4,True,True,0,0,16,16,-3.4,True,2
1713,0.9,0.84,-0.06000000000000005,0.06000000000000005,False,True,1,5,True,True,0,0,16,15,-8.0,False,9
1715,0.1875,0.28,0.09250000000000003,0.09250000000000003,False,True,1,3,False,False,0,0,16,20,5.0,True,2
1717,0.1875,0.0625,-0.125,0.125,False,True,1,5,True,True,0,0,16,16,9.5,False,9
1720,0.6875000000000001,0.624,-0.06350000000000011,0.06350000000000011,False,True,1,5,False,False,1,1,16,25,-3.6,False,2
1724,0.525,0.384,-0.14100000000000001,0.14100000000000001,False,True,1,4,False,False,0,0,16,25,0.94,True,2
1727,0.2444444444444445,0.225,-0.019444444444444486,0.019444444444444486,False,True,1,2,False,False,0,0,18,16,7.8,True,2
1731,0.3500000000000001,0.3333333333333333,-0.016666666666666774,0.016666666666666774,False,True,1,3,False,False,0,0,16,15,6.25,True,2
1737,0.2125,0.3200000000000001,0.10750000000000012,0.10750000000000012,False,True,1,3,True,True,0,0,16,15,3.0,True,2
1742,0.6125,0.925,0.3125,0.3125,False,True,1,3,False,False,0,0,16,16,-3.15,False,3
1757,0.4375000000000001,0.4666666666666667,0.029166666666666563,0.029166666666666563,False,True,1,3,False,False,0,0,16,15,0.2,True,2
1759,0.6749999999999998,0.6933333333333332,0.018333333333333424,0.018333333333333424,False,True,1,3,True,True,-1,-1,16,15,3.8,False,2
1764,0.5875,0.4666666666666667,-0.12083333333333335,0.12083333333333335,False,True,1,2,False,False,1,1,16,15,7.5,False,7
1771,0.4,0.4875,0.08749999999999997,0.08749999999999997,False,True,1,4,False,False,0,0,16,16,3.1,True,2
1775,0.6000000000000001,0.7,0.09999999999999987,0.09999999999999987,False,True,1,5,False,False,0,0,16,16,-2.75,False,5
1776,0.2875,0.2125,-0.07499999999999998,0.07499999999999998,False,True,1,2,False,False,0,0,16,16,2.6,False,2
1779,0.5500000000000002,0.5625,0.012499999999999845,0.012499999999999845,False,True,1,4,False,False,0,0,16,16,2.4,True,2
1780,0.65,0.6533333333333334,0.0033333333333334103,0.0033333333333334103,False,True,1,2,False,False,0,0,16,15,-1.5,False,2
1783,0.45,0.4800000000000001,0.030000000000000082,0.030000000000000082,False,True,1,2,False,False,0,0,16,15,7.73,True,7
1784,0.5374999999999999,0.4133333333333333,-0.12416666666666659,0.12416666666666659,False,True,1,2,False,False,0,0,16,15,2.79,True,3
1785,0.8,0.6799999999999998,-0.12000000000000022,0.12000000000000022,False,True,1,4,True,True,0,0,16,15,7.0,True,9
1794,0.375,0.3625,-0.012500000000000011,0.012500000000000011,False,True,1,5,False,False,0,0,16,16,2.6,True,6
1795,0.8750000000000001,0.8,-0.07500000000000007,0.07500000000000007,False,True,1,2,True,True,0,0,16,15,1.15,True,3
1796,0.2375,0.3875,0.15000000000000002,0.15000000000000002,False,True,1,3,False,False,-1,-1,16,16,-0.4,False,2
1800,0.4125,0.44,0.027500000000000024,0.027500000000000024,False,True,1,4,False,False,0,0,16,15,0.6,True,2
1804,0.2375,0.25,0.012500000000000011,0.012500000000000011,False,True,1,3,False,False,0,0,16,16,7.2,True,9
1807,0.45,0.6666666666666666,0.21666666666666662,0.21666666666666662,False,True,1,5,False,False,0,0,16,15,-6.5,False,2
1811,0.2125,0.15,-0.0625,0.0625,False,True,1,4,False,False,0,0,16,16,2.4,False,2
1813,0.2625,0.0125,-0.25,0.25,False,True,1,3,False,False,1,1,16,16,3.25,False,3
1818,0.125,0.225,0.1,0.1,False,True,1,2,False,False,0,0,16,16,7.0,False,3
1819,0.9375,0.9375,0.0,0.0,False,True,1,2,False,False,0,0,16,16,-3.75,False,5
1821,0.7875000000000001,0.925,0.13749999999999996,0.13749999999999996,False,True,1,4,False,False,0,0,16,16,-8.4,False,3
1822,0.2875,0.2625,-0.024999999999999967,0.024999999999999967,False,True,1,4,False,False,0,0,16,16,3.5,False,2
1823,0.7000000000000001,0.9466666666666668,0.2466666666666667,0.2466666666666667,False,True,1,5,False,False,0,0,16,15,-3.0,True,3
1828,0.3750000000000001,0.4875,0.11249999999999988,0.11249999999999988,False,True,1,5,False,False,0,0,16,16,0.0,True,3
1840,0.1625,0.16,-0.0025000000000000022,0.0025000000000000022,False,True,1,2,True,True,0,0,16,15,6.93,False,2
1842,0.3625,0.1866666666666666,-0.1758333333333334,0.1758333333333334,False,True,1,3,False,False,0,0,16,15,5.15,True,7
1844,0.7499999999999999,0.76,0.01000000000000012,0.01000000000000012,False,True,1,4,False,False,0,0,16,15,-2.0,False,2
1845,0.9625,0.7999999999999999,-0.1625000000000001,0.1625000000000001,False,True,1,2,True,True,0,0,16,16,-5.9,False,9
1847,0.1875,0.4133333333333333,0.22583333333333327,0.22583333333333327,False,True,1,4,False,False,1,1,16,15,1.6,True,2
1850,0.5499999999999999,0.8000000000000002,0.2500000000000002,0.2500000000000002,False,True,1,4,False,False,0,0,16,15,-1.9,False,2
1852,0.4500000000000001,0.4533333333333334,0.0033333333333332993,0.0033333333333332993,False,True,1,3,False,False,0,0,16,15,-1.5,True,2
1854,0.2375,0.28,0.04250000000000004,0.04250000000000004,False,True,1,3,False,False,0,0,16,15,0.12,False,1
1858,0.55,0.5466666666666667,-0.0033333333333332993,0.0033333333333332993,False,True,1,5,False,False,0,0,16,15,0.0,False,2
1859,0.35,0.44,0.09000000000000002,0.09000000000000002,False,True,1,2,False,False,0,0,16,15,8.4,True,7
1863,0.075,0.2133333333333332,0.1383333333333332,0.1383333333333332,False,True,1,3,False,False,0,0,16,15,1.85,False,2
1865,0.8375,0.6666666666666666,-0.1708333333333334,0.1708333333333334,False,True,1,4,True,True,0,0,16,15,-3.61,True,2
1870,0.325,0.3375,0.012500000000000011,0.012500000000000011,False,True,1,5,False,False,1,1,16,16,2.73,False,3
1874,0.5499999999999999,0.6375000000000001,0.08750000000000013,0.08750000000000013,False,True,1,4,False,False,0,0,16,16,2.5,True,8
1875,0.4937500000000001,0.325,-0.16875000000000007,0.16875000000000007,False,True,1,5,True,True,0,0,32,16,11.33,False,2
1881,0.8875,0.6666666666666666,-0.22083333333333333,0.22083333333333333,False,True,1,4,False,False,1,1,16,15,-0.03,False,2
1882,0.3875,0.4133333333333333,0.025833333333333264,0.025833333333333264,False,True,1,2,False,False,0,0,16,15,0.2,False,4
1887,0.85,0.8470588235294118,-0.002941176470588225,0.002941176470588225,False,True,1,3,False,False,0,0,16,17,-1.5,False,4
1890,0.8624999999999999,0.5750000000000001,-0.28749999999999987,0.28749999999999987,False,True,1,5,True,True,0,0,16,16,1.3,True,3
1891,0.4812500000000001,0.5647058823529411,0.08345588235294094,0.08345588235294094,False,True,1,4,False,False,0,0,32,17,2.5,True,7
1892,0.6541666666666667,0.7733333333333334,0.11916666666666675,0.11916666666666675,False,True,1,5,False,False,0,0,16,15,-9.0,False,2
1894,0.2625,0.5058823529411764,0.24338235294117644,0.24338235294117644,False,True,1,2,False,False,0,0,16,17,7.25,True,5
1897,0.7999999999999999,0.8400000000000001,0.04000000000000015,0.04000000000000015,False,True,1,5,False,False,0,0,16,15,-4.58,False,6
1898,0.45,0.5875000000000001,0.13750000000000012,0.13750000000000012,False,True,1,4,False,False,0,0,16,16,2.2,True,2
1899,0.7599999999999999,0.8533333333333333,0.09333333333333338,0.09333333333333338,False,True,1,2,False,False,0,0,15,15,-0.85,False,8
1901,0.725,0.4933333333333334,-0.23166666666666658,0.23166666666666658,False,True,1,4,False,False,0,0,16,15,3.2,True,5
1902,0.7000000000000001,0.5750000000000001,-0.125,0.125,False,True,1,2,True,True,0,0,16,16,6.01,False,2
1907,0.7500000000000001,0.7466666666666666,-0.0033333333333335213,0.0033333333333335213,False,True,1,3,False,False,0,0,16,15,-9.6,False,2
1914,0.6875,0.7066666666666667,0.019166666666666665,0.019166666666666665,False,True,1,4,False,False,-1,-1,16,15,-11.25,False,8
1915,0.675,0.7111111111111109,0.03611111111111087,0.03611111111111087,False,True,1,5,False,False,0,0,16,18,-0.5,False,2
1916,0.4125,0.611764705882353,0.199264705882353,0.199264705882353,False,True,1,3,False,False,0,0,16,17,-2.0,True,2
1917,0.8,0.7000000000000001,-0.09999999999999998,0.09999999999999998,False,True,1,4,False,False,0,0,16,16,-7.2,False,2
1918,0.0875,0.2111111111111111,0.12361111111111112,0.12361111111111112,False,True,1,4,False,False,0,0,16,18,0.1,False,1
1919,0.3,0.1875,-0.11249999999999999,0.11249999999999999,False,True,1,3,False,False,0,0,16,16,11.8,True,2
1920,0.43125,0.3666666666666665,-0.06458333333333355,0.06458333333333355,False,True,1,5,False,False,0,0,32,18,-0.26,True,1
1921,0.5499999999999999,0.8,0.2500000000000001,0.2500000000000001,False,True,1,5,False,False,0,0,16,15,-1.3,False,7
1933,0.275,0.2666666666666666,-0.008333333333333415,0.008333333333333415,False,True,1,5,False,False,0,0,16,15,0.75,False,5
1935,0.775,0.675,-0.09999999999999998,0.09999999999999998,False,True,1,5,False,False,0,0,16,16,-3.8,False,4
1937,0.3625,0.3066666666666667,-0.05583333333333329,0.05583333333333329,False,True,1,2,False,False,0,0,16,15,1.4,True,2
1939,0.4625,0.3875000000000001,-0.0749999999999999,0.0749999999999999,False,True,1,3,False,False,-1,-1,16,16,-1.4,False,4
1940,0.5375,0.5875,0.050000000000000044,0.050000000000000044,False,True,1,2,False,False,0,0,16,16,0.8,False,4
1943,0.425,0.5375,0.11249999999999999,0.11249999999999999,False,True,1,3,False,False,0,0,16,16,0.2,True,6
1944,0.4625,0.571875,0.109375,0.109375,False,True,1,5,False,False,0,0,16,16,-0.2,False,2
1952,0.8470588235294118,0.875,0.027941176470588247,0.027941176470588247,False,True,1,2,False,False,0,0,17,16,-11.4,False,3
1955,0.775,0.64,-0.135,0.135,False,True,1,3,True,True,-1,-1,16,15,7.5,True,2
1957,0.3125,0.5866666666666667,0.27416666666666667,0.27416666666666667,False,True,1,3,True,True,0,0,16,15,2.3,True,2
1965,0.4125,0.65,0.23750000000000004,0.23750000000000004,False,True,1,3,False,False,0,0,16,16,-0.33,False,2
1970,0.6375000000000001,0.5225806451612903,-0.11491935483870974,0.11491935483870974,False,True,1,4,False,False,1,1,16,31,1.75,False,2
1971,0.3375,0.3866666666666667,0.04916666666666669,0.04916666666666669,False,True,1,4,False,False,0,0,16,15,1.37,False,2
1973,0.525,0.5176470588235295,-0.007352941176470562,0.007352941176470562,False,True,1,3,False,False,0,0,16,17,-0.6,False,7
1983,0.6333333333333333,0.7176470588235294,0.08431372549019611,0.08431372549019611,False,True,1,2,False,False,0,0,18,17,-1.75,False,2
1985,0.3222222222222222,0.4625000000000001,0.1402777777777779,0.1402777777777779,False,True,1,5,False,False,0,0,18,16,-0.8,True,2
1986,0.5,0.4750000000000001,-0.02499999999999991,0.02499999999999991,False,True,1,4,False,False,0,0,18,32,3.0,False,3
1988,0.3875,0.24,-0.14750000000000002,0.14750000000000002,False,True,1,2,False,False,0,0,16,15,2.25,False,2
1993,0.6,0.6133333333333333,0.013333333333333308,0.013333333333333308,False,True,1,3,False,False,0,0,16,15,1.65,True,3
1994,0.275,0.3875,0.11249999999999999,0.11249999999999999,False,True,1,2,False,False,0,0,16,16,0.8,True,7
1997,0.7,0.5375000000000001,-0.16249999999999987,0.16249999999999987,False,True,1,5,False,False,0,0,16,16,-6.25,False,2
1998,0.6875,0.5466666666666666,-0.14083333333333337,0.14083333333333337,False,True,1,3,False,False,1,1,16,15,-4.1,False,3
2011,0.55,0.5066666666666667,-0.043333333333333335,0.043333333333333335,False,True,1,5,False,False,0,0,16,15,2.5,False,3
2021,0.4352941176470587,0.6,0.16470588235294126,0.16470588235294126,False,True,1,4,False,False,0,0,17,16,2.5,False,5
2027,0.5882352941176471,0.4210526315789473,-0.1671826625386998,0.1671826625386998,False,True,1,2,False,False,0,0,17,19,-2.5,False,3
2029,0.4352941176470589,0.3368421052631579,-0.098452012383901,0.098452012383901,False,True,1,3,False,False,0,0,17,19,-5.6,False,2
2035,0.8875000000000001,0.8666666666666667,-0.02083333333333337,0.02083333333333337,False,True,1,3,False,False,0,0,16,18,-9.5,False,2
2041,0.325,0.3250000000000001,1.1102230246251565e-16,1.1102230246251565e-16,False,True,1,2,False,False,0,0,16,16,4.0,True,2
2042,0.375,0.6000000000000001,0.2250000000000001,0.2250000000000001,False,True,1,4,False,False,0,0,16,18,-0.5,True,2
2045,0.75,0.7176470588235295,-0.03235294117647047,0.03235294117647047,False,True,1,2,False,False,-1,-1,16,17,0.75,True,9
2048,0.175,0.1466666666666666,-0.028333333333333377,0.028333333333333377,False,True,1,5,False,False,0,0,16,15,5.75,False,9
2075,0.4625,0.3625,-0.10000000000000003,0.10000000000000003,False,True,1,3,False,False,0,0,32,16,6.5,True,6
2077,0.5499999999999999,0.6,0.050000000000000044,0.050000000000000044,False,True,1,4,False,False,0,0,16,16,-1.85,False,2
2080,0.8500000000000001,0.475,-0.3750000000000001,0.3750000000000001,False,True,1,5,False,False,0,0,16,16,-4.63,True,3
2081,0.8,0.6933333333333334,-0.10666666666666669,0.10666666666666669,False,True,1,2,False,False,0,0,16,15,0.4,True,5
2089,0.15,0.475,0.32499999999999996,0.32499999999999996,False,True,1,4,False,False,0,0,16,16,-2.51,True,2
2090,0.1375,0.075,-0.06250000000000001,0.06250000000000001,False,True,1,4,False,False,0,0,16,16,10.8,False,2
2094,0.2,0.1375,-0.0625,0.0625,False,True,1,4,False,False,0,0,16,16,8.1,False,2
2107,0.7866666666666668,0.7866666666666666,-2.220446049250313e-16,2.220446049250313e-16,False,True,1,3,True,True,1,1,15,15,-8.7,False,5
2108,0.5733333333333334,0.5066666666666667,-0.06666666666666665,0.06666666666666665,False,True,1,4,True,True,0,0,15,15,2.4,True,2
2122,0.6250000000000001,0.7466666666666667,0.12166666666666659,0.12166666666666659,False,True,1,3,True,True,0,0,16,15,0.0,False,2
2138,0.45,0.4,-0.04999999999999999,0.04999999999999999,False,True,1,4,False,False,1,1,16,15,8.15,True,2
2141,0.24,0.12,-0.12,0.12,False,True,1,4,False,False,0,0,15,15,10.05,False,2
2147,0.8266666666666667,0.7882352941176469,-0.03843137254901974,0.03843137254901974,False,True,1,4,True,True,0,0,15,17,-0.4,False,5
2149,0.4133333333333333,0.5555555555555556,0.1422222222222223,0.1422222222222223,False,True,1,5,True,True,0,0,15,18,3.6,False,2
2156,0.375,0.4,0.025000000000000022,0.025000000000000022,False,True,1,3,False,False,0,0,16,17,1.28,False,2
2160,0.7625000000000001,0.6941176470588236,-0.06838235294117645,0.06838235294117645,False,True,1,5,False,False,0,0,16,17,-1.94,True,5
2161,0.2375,0.2588235294117647,0.021323529411764686,0.021323529411764686,False,True,1,2,True,True,0,0,16,17,3.8,False,2
2166,0.3750000000000001,0.2625,-0.1125000000000001,0.1125000000000001,False,True,1,3,False,False,-1,-1,16,16,3.08,True,2
2169,0.7875000000000001,0.7999999999999999,0.012499999999999845,0.012499999999999845,False,True,1,2,False,False,0,0,16,16,-1.8,False,2
2170,0.675,0.8750000000000001,0.20000000000000007,0.20000000000000007,False,True,1,5,False,False,0,0,16,16,2.4,False,2
2173,0.3875000000000001,0.475,0.08749999999999986,0.08749999999999986,False,True,1,4,False,False,0,0,16,16,2.4,True,9
2175,0.8352941176470587,0.9066666666666668,0.0713725490196081,0.0713725490196081,False,True,1,3,False,False,0,0,17,15,-5.05,False,2
2180,0.2,0.2,0.0,0.0,False,True,1,3,True,True,0,0,17,15,0.7,True,2
2183,0.2266666666666667,0.36,0.13333333333333328,0.13333333333333328,False,True,1,5,False,False,0,0,15,15,-5.2,False,2
2188,0.5866666666666667,0.72,0.1333333333333333,0.1333333333333333,False,True,1,5,False,False,0,0,15,15,-2.4,True,2
2194,0.4666666666666666,0.6375000000000001,0.17083333333333345,0.17083333333333345,False,True,1,2,False,False,0,0,15,16,0.0,False,4
2198,0.3466666666666667,0.28,-0.06666666666666665,0.06666666666666665,False,True,1,4,False,False,0,0,15,15,3.5,True,3
2205,0.5375,0.5660714285714286,0.02857142857142858,0.02857142857142858,False,True,1,5,False,False,0,0,16,16,0.0,False,2
2207,0.7000000000000001,0.6499999999999999,-0.050000000000000155,0.050000000000000155,False,True,1,5,True,True,0,0,16,16,2.75,False,2
2209,0.6,0.65,0.050000000000000044,0.050000000000000044,False,True,1,5,True,True,0,0,16,16,1.5,True,2
2214,0.2875,0.4125,0.125,0.125,False,True,1,5,True,True,0,0,16,16,-5.8,False,2
2224,0.725,0.8133333333333334,0.08833333333333337,0.08833333333333337,False,True,1,5,False,False,0,0,16,15,-0.6,True,2
2225,0.475,0.6266666666666666,0.15166666666666662,0.15166666666666662,False,True,1,2,False,False,0,0,16,15,-5.25,True,7
2226,0.7999999999999999,0.8666666666666668,0.06666666666666687,0.06666666666666687,False,True,1,2,False,False,0,0,17,15,-3.94,False,9
2229,0.5294117647058824,0.28,-0.24941176470588233,0.24941176470588233,False,True,1,2,False,False,0,0,17,15,8.0,True,2
2230,0.9294117647058824,0.6749999999999999,-0.25441176470588245,0.25441176470588245,False,True,1,4,True,True,0,0,17,16,-6.86,False,5
2232,0.3058823529411765,0.3625,0.056617647058823495,0.056617647058823495,False,True,1,5,False,False,0,0,17,16,2.2,True,2
2235,0.2470588235294118,0.2875,0.040441176470588175,0.040441176470588175,False,True,1,5,False,False,0,0,17,16,5.0,True,2
2237,0.2235294117647059,0.2235294117647059,0.0,0.0,False,True,1,3,True,True,0,0,17,17,5.4,True,2
2247,0.6125,0.5625000000000001,-0.04999999999999993,0.04999999999999993,False,True,1,4,False,False,0,0,16,16,2.0,False,2
2252,0.2823529411764706,0.175,-0.1073529411764706,0.1073529411764706,False,True,1,3,False,False,1,1,17,16,2.4,False,2
2255,0.4941176470588236,0.4625,-0.031617647058823584,0.031617647058823584,False,True,1,3,False,False,0,0,17,16,0.4,True,2
2259,0.525,0.4133333333333333,-0.11166666666666675,0.11166666666666675,False,True,1,5,False,False,0,0,16,15,6.6,False,5
2273,0.65,0.7866666666666667,0.13666666666666671,0.13666666666666671,False,True,1,4,False,False,0,0,16,15,-10.78,False,2
2275,0.2625,0.4666666666666667,0.20416666666666666,0.20416666666666666,False,True,1,2,False,False,0,0,16,15,3.3,False,5
2278,0.6500000000000001,0.6859770114942529,0.03597701149425281,0.03597701149425281,False,True,1,5,False,False,0,0,16,15,-3.2,False,2
2279,0.4803571428571429,0.2933333333333333,-0.18702380952380965,0.18702380952380965,False,True,1,3,False,False,0,0,16,15,10.6,False,3
2285,0.2,0.4400000000000001,0.2400000000000001,0.2400000000000001,False,True,1,5,False,False,0,0,18,15,4.75,True,7
2289,0.1666666666666667,0.0933333333333333,-0.07333333333333342,0.07333333333333342,False,True,1,4,False,False,0,0,18,15,1.8,False,2
2294,0.7625000000000001,0.7999999999999999,0.03749999999999987,0.03749999999999987,False,True,1,3,False,False,0,0,16,15,-2.8,True,7
2295,0.6933333333333334,0.7866666666666667,0.09333333333333338,0.09333333333333338,False,True,1,4,False,False,0,0,15,15,-3.25,False,2
2301,0.5866666666666667,0.7375,0.15083333333333337,0.15083333333333337,False,True,1,5,False,False,0,0,15,16,-2.05,True,2
2309,0.52,0.4333333333333333,-0.08666666666666673,0.08666666666666673,False,True,1,2,False,False,0,0,15,30,-3.25,False,2
2321,0.84,0.76,-0.07999999999999996,0.07999999999999996,False,True,1,2,True,True,0,0,15,15,-4.8,True,7
2323,0.8533333333333333,0.9052631578947368,0.05192982456140349,0.05192982456140349,False,True,1,5,True,True,0,0,15,19,-8.2,False,5
2329,0.7875000000000001,0.8842105263157896,0.09671052631578947,0.09671052631578947,False,True,1,2,True,True,0,0,16,19,-2.25,False,2
2333,0.225,0.3066666666666666,0.08166666666666658,0.08166666666666658,False,True,1,2,False,False,0,0,16,15,1.0,True,2
2346,0.175,0.3882352941176471,0.21323529411764713,0.21323529411764713,False,True,1,5,True,True,0,0,16,17,0.0,False,4
2347,0.6,0.44,-0.15999999999999998,0.15999999999999998,False,True,1,5,False,False,0,0,16,15,3.65,True,9
2349,0.775,0.7466666666666667,-0.02833333333333332,0.02833333333333332,False,True,1,5,False,False,0,0,16,15,-8.81,False,3
2352,0.6875,0.6133333333333333,-0.07416666666666671,0.07416666666666671,False,True,1,3,False,False,0,0,16,15,-1.6,False,2
2359,0.6933333333333334,0.4799999999999999,-0.21333333333333343,0.21333333333333343,False,True,1,4,False,False,0,0,15,15,-2.6,True,2
2366,0.3066666666666666,0.7157894736842104,0.40912280701754383,0.40912280701754383,False,True,1,3,True,True,0,0,15,19,-1.55,False,7
2373,0.7333333333333333,0.7999999999999999,0.06666666666666665,0.06666666666666665,False,True,1,2,False,False,0,0,15,17,-4.25,False,9
2376,0.2625,0.2842105263157895,0.021710526315789513,0.021710526315789513,False,True,1,4,True,True,0,0,16,19,2.0,True,7
2378,0.5625,0.3466666666666667,-0.21583333333333332,0.21583333333333332,False,True,1,2,True,True,0,0,16,15,1.25,True,7
2379,0.1,0.1529411764705882,0.052941176470588186,0.052941176470588186,False,True,1,2,False,False,0,0,16,17,12.6,True,2
2381,0.3875,0.3066666666666667,-0.08083333333333331,0.08083333333333331,False,True,1,2,True,True,0,0,16,15,-0.85,False,2
2386,0.25,0.2888888888888889,0.03888888888888892,0.03888888888888892,False,True,1,2,False,False,0,0,16,18,10.85,False,5
2388,0.7375,0.7578947368421053,0.020394736842105243,0.020394736842105243,False,True,1,4,True,True,0,0,16,19,1.2,True,6
2394,0.425,0.425,0.0,0.0,False,True,1,2,False,False,0,0,16,16,3.72,True,2
2401,0.8125,0.7374999999999999,-0.07500000000000007,0.07500000000000007,False,True,1,4,False,False,0,0,16,16,-2.0,False,7
2403,0.6625000000000001,0.4,-0.26250000000000007,0.26250000000000007,False,True,1,3,False,False,0,0,16,15,-5.6,False,2
2406,0.3375,0.12,-0.21750000000000003,0.21750000000000003,False,True,1,2,False,False,0,0,16,15,2.25,False,2
2409,0.4516129032258064,0.4533333333333333,0.0017204301075269268,0.0017204301075269268,False,True,1,3,False,False,0,0,31,15,1.6,True,7
2422,0.4749999999999999,0.3052631578947368,-0.16973684210526313,0.16973684210526313,False,True,1,4,False,False,0,0,16,19,1.62,False,2
2423,0.625,0.6,-0.025000000000000022,0.025000000000000022,False,True,1,5,False,False,0,0,16,19,8.0,True,9
2429,1.0,0.9647058823529412,-0.03529411764705881,0.03529411764705881,False,True,1,4,False,False,0,0,16,17,-9.8,False,2
2432,0.2875,0.3157894736842105,0.02828947368421053,0.02828947368421053,False,True,1,2,False,False,0,0,16,19,1.6,False,3
2433,0.325,0.3733333333333333,0.048333333333333284,0.048333333333333284,False,True,1,3,False,False,0,0,16,15,-3.4,False,2
2437,0.775,0.6666666666666666,-0.10833333333333339,0.10833333333333339,False,True,1,4,True,True,0,0,16,15,-3.8,False,8
2438,0.55,0.4666666666666666,-0.08333333333333343,0.08333333333333343,False,True,1,3,True,True,0,0,16,15,-1.8,False,3
2439,0.8352941176470589,0.9066666666666666,0.07137254901960777,0.07137254901960777,False,True,1,2,False,False,0,0,17,15,-7.0,False,4
2440,0.6705882352941176,0.6421052631578948,-0.02848297213622275,0.02848297213622275,False,True,1,2,False,False,0,0,17,19,-2.5,False,2
2442,0.4,0.4555555555555556,0.05555555555555558,0.05555555555555558,False,True,1,3,False,False,0,0,17,18,2.55,False,2
2444,0.7764705882352941,0.625,-0.15147058823529413,0.15147058823529413,False,True,1,3,False,False,0,0,17,16,4.7,False,2
2448,0.575,0.68,0.1050000000000001,0.1050000000000001,False,True,1,3,False,False,0,0,16,15,0.0,False,2
2454,0.6625000000000001,0.5990384615384615,-0.06346153846153857,0.06346153846153857,False,True,1,5,False,False,0,0,16,16,3.0,True,3
2456,0.5249999999999999,0.675,0.15000000000000013,0.15000000000000013,False,True,1,3,False,False,0,0,16,16,6.45,True,2
2459,0.25,0.4666666666666667,0.21666666666666667,0.21666666666666667,False,True,1,5,True,True,0,0,16,15,10.2,False,2
2467,0.7999999999999999,0.8933333333333333,0.09333333333333338,0.09333333333333338,False,True,1,3,False,False,0,0,16,15,-4.8,False,9
2469,0.6125,0.6266666666666668,0.014166666666666772,0.014166666666666772,False,True,1,3,False,False,0,0,16,15,-2.2,True,2
2471,0.6,0.6399999999999999,0.039999999999999925,0.039999999999999925,False,True,1,3,False,False,-1,-1,16,15,1.98,False,2
2476,0.675,0.5333333333333333,-0.14166666666666672,0.14166666666666672,False,True,1,4,False,False,0,0,16,15,-5.75,False,2
2477,0.4875,0.6375,0.14999999999999997,0.14999999999999997,False,True,1,2,False,False,0,0,16,16,0.5,True,2
2482,0.825,0.8458333333333334,0.02083333333333348,0.02083333333333348,False,True,1,4,False,False,0,0,16,16,-6.25,False,2
2485,0.175,0.2125,0.037500000000000006,0.037500000000000006,False,True,1,2,False,False,0,0,16,16,1.6,True,2
2486,0.4375000000000001,0.425,-0.012500000000000122,0.012500000000000122,False,True,1,4,False,False,0,0,16,16,6.7,True,5
2487,0.0625,0.2933333333333333,0.23083333333333328,0.23083333333333328,False,True,1,2,True,True,0,0,16,15,-0.83,False,2
2492,0.28,0.3625,0.08249999999999996,0.08249999999999996,False,True,1,4,False,False,0,0,15,16,1.63,False,3
2513,0.6133333333333334,0.6,-0.01333333333333342,0.01333333333333342,False,True,1,2,True,True,-1,-1,15,15,0.25,False,3
2531,0.7866666666666667,0.8375,0.050833333333333286,0.050833333333333286,False,True,1,5,False,False,0,0,15,16,-6.95,True,9
2536,0.6,0.6875,0.08750000000000002,0.08750000000000002,False,True,1,2,False,False,0,0,15,16,-7.75,False,2
2540,0.1375,0.0625,-0.07500000000000001,0.07500000000000001,False,True,1,2,True,True,0,0,16,16,15.6,False,7
2542,0.6625000000000001,0.7,0.03749999999999987,0.03749999999999987,False,True,1,2,False,False,0,0,16,16,-2.25,False,2
2544,0.4125,0.44,0.027500000000000024,0.027500000000000024,False,True,1,3,False,False,0,0,16,15,-2.0,True,2
2549,0.5176470588235293,0.6533333333333334,0.13568627450980408,0.13568627450980408,False,True,1,3,True,True,-1,-1,17,15,-7.2,True,7
2551,0.2117647058823529,0.2125,0.000735294117647084,0.000735294117647084,False,True,1,3,False,False,0,0,17,16,-0.3,True,2
2552,0.7999999999999999,0.8400000000000001,0.04000000000000015,0.04000000000000015,False,True,1,2,False,False,0,0,17,15,-5.7,False,2
2553,0.65,0.6666666666666666,0.016666666666666607,0.016666666666666607,False,True,1,4,False,False,-1,-1,16,15,-8.05,True,5
2555,0.8500000000000001,0.8666666666666667,0.016666666666666607,0.016666666666666607,False,True,1,3,False,False,0,0,16,15,-10.0,False,9
2558,0.6266666666666668,0.5625000000000001,-0.0641666666666667,0.0641666666666667,False,True,1,2,False,False,0,0,15,16,4.5,True,2
2563,0.6266666666666667,0.3066666666666666,-0.3200000000000001,0.3200000000000001,False,True,1,4,False,False,0,0,15,15,1.05,True,2
2564,0.7599999999999999,0.9375,0.1775000000000001,0.1775000000000001,False,True,1,4,False,False,0,0,15,16,-3.2,False,8
2566,0.4125,0.6533333333333332,0.24083333333333323,0.24083333333333323,False,True,1,3,False,False,0,0,16,15,0.0,False,2
2569,0.175,0.0875,-0.0875,0.0875,False,True,1,4,False,False,0,0,16,16,2.25,False,2
2571,0.5647058823529412,0.6933333333333334,0.1286274509803922,0.1286274509803922,False,True,1,5,False,False,0,0,17,15,-2.4,False,4
